id,brand,carLine,class,classSimple,engId,displ,cylinders,inValves,exValves,airAspir,trans,manual,gears,drive,maxEthanol,mpgCity,mpgHwy,mpgComb,guzzler,guzzlerEx,fuelCost,amtSave,amtOver,co2City,co2Hwy,co2Comb,mfrNameFull,mfrName,mfrCode
20381,Mercedes-Benz,E550 Coupe,subcompact car,compact car,132,4.7,8,2,2,turbocharged,a,no,7,"2wd, rear",10,17.5986,26.0636,20.6109,no,no,2000,,3000,505,342,432,Mercedes-Benz,Mercedes,MBX
20838,Mercedes-Benz,GLA250,midsize sta wagon,sta wago,506,2,4,2,2,turbocharged,am,no,7,"2wd, front",10,24.0184,33.1568,27.4191,no,no,1550,,750,368,267,322,Mercedes-Benz,Mercedes,MBX
20415,Mercedes-Benz,GLA250 4Matic,small suv,suv,505,2,4,2,2,turbocharged,am,no,7,4wd,10,22.7495,30.5383,25.699,no,yes,1600,,1000,388,290,344,Mercedes-Benz,Mercedes,MBX
20869,Mercedes-Benz,GLA250 4Matic,small suv,suv,35,2,4,2,2,turbocharged,am,no,7,4wd,85,22.7495,30.5383,25.699,no,yes,1600,,1000,388,290,344,Mercedes-Benz,Mercedes,MBX
20452,Mercedes-Benz,GLC300,small suv,suv,111,2,4,2,2,turbocharged,a,no,9,"2wd, rear",10,21.7524,28.3824,24.3076,no,yes,1750,,1750,406,312,364,Mercedes-Benz,Mercedes,MBX
20453,Mercedes-Benz,GLC300 4Matic,small suv,suv,112,2,4,2,2,turbocharged,a,no,9,4wd,10,21.1067,27.6779,23.6314,no,yes,1750,,1750,419,320,374,Mercedes-Benz,Mercedes,MBX
20425,Mercedes-Benz,GLE350,std suv,suv,401,3.5,6,2,2,natural,a,no,7,"2wd, rear",10,18.1909,23.4426,20.2303,no,yes,2100,,3500,490,379,440,Mercedes-Benz,Mercedes,MBX
20553,Mercedes-Benz,GLE350 4Matic,std suv,suv,821,3.5,6,2,2,natural,a,no,7,4wd,85,17.5243,22.3141,19.398,no,yes,2200,,4000,505,397,457,Mercedes-Benz,Mercedes,MBX
20548,Mercedes-Benz,GLE350 4Matic,std suv,suv,402,3.5,6,2,2,natural,a,no,7,4wd,10,17.5243,22.3141,19.398,no,yes,2200,,4000,505,397,457,Mercedes-Benz,Mercedes,MBX
20546,Mercedes-Benz,GLE400 4Matic,std suv,suv,408,3,6,2,2,turbocharged,a,no,9,4wd,10,18.0431,23.0453,19.9963,no,yes,2100,,3500,493,386,445,Mercedes-Benz,Mercedes,MBX
19647,Mercedes-Benz,GLS450 4Matic,std suv,suv,421,3,6,2,2,turbocharged,a,no,9,4wd,10,16.5545,21.8468,18.5799,no,yes,2200,,4000,535,406,477,Mercedes-Benz,Mercedes,MBX
19730,Mercedes-Benz,GLS550 4Matic,std suv,suv,423,4.7,8,2,2,turbocharged,a,no,9,4wd,10,14.1064,18.2666,15.7172,no,yes,2600,,6000,628,482,562,Mercedes-Benz,Mercedes,MBX
20784,Mercedes-Benz,Maybach S600,large car,large car,203,6,12,2,1,turbocharged,a,no,7,"2wd, rear",10,12.9405,21.3518,15.7288,yes,no,2600,,6000,687,416,565,Mercedes-Benz,Mercedes,MBX
20769,Mercedes-Benz,S550,large car,large car,202,4.7,8,2,2,turbocharged,a,no,9,"2wd, rear",10,17.3012,26.2583,20.4386,no,no,2100,,3500,511,336,432,Mercedes-Benz,Mercedes,MBX
20768,Mercedes-Benz,S550 4Matic,large car,large car,207,4.7,8,2,2,turbocharged,a,no,9,4wd,10,16.4796,25.2823,19.5413,no,no,2100,,3500,535,349,452,Mercedes-Benz,Mercedes,MBX
20767,Mercedes-Benz,S550 4Matic Coupe,compact car,compact car,213,4.7,8,2,2,turbocharged,a,no,9,4wd,10,16.9285,25.478,19.9394,no,no,2100,,3500,522,347,443,Mercedes-Benz,Mercedes,MBX
20299,Mercedes-Benz,S550 Convertible,subcompact car,compact car,324,4.7,8,2,2,turbocharged,a,no,9,"2wd, rear",10,17.0031,24.9555,19.8495,no,no,2100,,3500,519,355,445,Mercedes-Benz,Mercedes,MBX
20783,Mercedes-Benz,S600,large car,large car,204,6,12,2,1,turbocharged,a,no,7,"2wd, rear",10,13.4334,21.8475,16.2496,yes,no,2600,,6000,661,406,547,Mercedes-Benz,Mercedes,MBX
20870,Mercedes-Benz,S65 AMG Convertible,subcompact car,compact car,238,6,12,2,1,turbocharged,a,no,7,"2wd, rear",10,13.8059,21.3324,16.4115,yes,no,2600,,6000,645,417,542,Mercedes-Benz,Mercedes,MBX
20268,Mercedes-Benz,SL 450,two seater,compact car,223,3,6,2,2,turbocharged,a,no,9,"2wd, rear",10,20.3848,27.5494,23.0866,no,no,1850,,2250,433,321,383,Mercedes-Benz,Mercedes,MBX
20278,Mercedes-Benz,SL 550,two seater,compact car,222,4.7,8,2,2,turbocharged,a,no,9,"2wd, rear",10,17.3756,24.5623,20.0103,no,no,2100,,3500,510,360,442,Mercedes-Benz,Mercedes,MBX
20510,Mercedes-Benz,SLC300,two seater,compact car,232,2,4,2,2,turbocharged,a,no,9,"2wd, rear",10,24.6475,31.8536,27.441,no,no,1550,,750,361,279,324,Mercedes-Benz,Mercedes,MBX
20580,Mercedes-Benz,Smart fortwo Convertible,two seater,compact car,55,.9,3,2,2,turbocharged,am,no,6,"2wd, rear",10,32.9624,37.567,34.8866,no,no,1200,1000,,267,230,251,Mercedes-Benz,Mercedes,MBX
20583,Mercedes-Benz,Smart fortwo Convertible,two seater,compact car,703,.9,3,2,2,turbocharged,m,yes,5,"2wd, rear",10,31.337,37.9577,34.0062,no,no,1250,750,,282,229,258,Mercedes-Benz,Mercedes,MBX
20340,Mini,Cooper Clubman,midsize car,midsize car,31,1.5,4,2,2,turbocharged,m,yes,6,"2wd, front",10,24.508,33.7116,27.9406,no,no,1500,,500,361,263,317,Bayerische Motoren Werke AG,BMW,BMX
20031,Mini,Cooper Clubman,midsize car,midsize car,30,1.5,4,2,2,turbocharged,sa,no,6,"2wd, front",10,24.8172,32.8163,27.8747,no,no,1500,,500,356,270,317,Bayerische Motoren Werke AG,BMW,BMX
20341,Mini,Cooper Convertible,minicompact car,compact car,36,1.5,4,2,2,turbocharged,sa,no,6,"2wd, front",10,26.8194,35.5227,30.1428,no,no,1400,0,,330,250,294,Bayerische Motoren Werke AG,BMW,BMX
20033,Mini,Cooper Convertible,minicompact car,compact car,37,1.5,4,2,2,turbocharged,m,yes,6,"2wd, front",10,27.9862,37.4187,31.5671,no,no,1300,500,,317,237,281,Bayerische Motoren Werke AG,BMW,BMX
20032,Mini,Cooper Hardtop 2-Door,subcompact car,compact car,33,1.5,4,2,2,turbocharged,m,yes,6,"2wd, front",10,27.7395,37.8335,31.5243,no,no,1300,500,,321,234,282,Bayerische Motoren Werke AG,BMW,BMX
20343,Mini,Cooper Hardtop 2-Door,subcompact car,compact car,32,1.5,4,2,2,turbocharged,sa,no,6,"2wd, front",10,26.8194,35.5227,30.1428,no,no,1400,0,,330,250,294,Bayerische Motoren Werke AG,BMW,BMX
20342,Mini,Cooper Hardtop 4-Door,subcompact car,compact car,34,1.5,4,2,2,turbocharged,sa,no,6,"2wd, front",10,26.8194,35.5227,30.1428,no,no,1400,0,,330,250,294,Bayerische Motoren Werke AG,BMW,BMX
20034,Mini,Cooper Hardtop 4-Door,subcompact car,compact car,35,1.5,4,2,2,turbocharged,m,yes,6,"2wd, front",10,27.9862,37.4187,31.5671,no,no,1300,500,,317,237,281,Bayerische Motoren Werke AG,BMW,BMX
20438,Mini,Cooper S Clubman,midsize car,midsize car,50,2,4,2,2,turbocharged,sa,no,8,"2wd, front",10,23.4868,32.7237,26.9042,no,no,1550,,750,377,270,329,Bayerische Motoren Werke AG,BMW,BMX
19533,Mini,Cooper S Clubman ALL4,midsize car,midsize car,71,2,4,2,2,turbocharged,m,yes,6,awd,10,20.6741,30.3494,24.1367,no,no,1750,,1750,427,291,366,Bayerische Motoren Werke AG,BMW,BMX
19528,Mini,Cooper S Clubman ALL4,midsize car,midsize car,70,2,4,2,2,turbocharged,sa,no,8,awd,10,22.4161,30.9153,25.5808,no,no,1600,,1000,395,286,346,Bayerische Motoren Werke AG,BMW,BMX
20800,Mini,Cooper S Convertible,minicompact car,compact car,58,2,4,2,2,turbocharged,sa,no,6,"2wd, front",10,25.2986,32.9012,28.2345,no,no,1500,,500,351,270,315,Bayerische Motoren Werke AG,BMW,BMX
20443,Mini,Cooper S Convertible,minicompact car,compact car,59,2,4,2,2,turbocharged,m,yes,6,"2wd, front",10,22.9327,32.2359,26.3555,no,no,1600,,1000,387,275,337,Bayerische Motoren Werke AG,BMW,BMX
20439,Mini,Cooper S Hardtop 2-Door,subcompact car,compact car,54,2,4,2,2,turbocharged,sa,no,6,"2wd, front",10,25.3675,32.4767,28.1394,no,no,1500,,500,351,274,316,Bayerische Motoren Werke AG,BMW,BMX
20445,Mini,Cooper S Hardtop 2-Door,subcompact car,compact car,55,2,4,2,2,turbocharged,m,yes,6,"2wd, front",10,22.9327,32.2359,26.3555,no,no,1600,,1000,387,275,337,Bayerische Motoren Werke AG,BMW,BMX
20446,Mini,Cooper S Hardtop 4-Door,subcompact car,compact car,57,2,4,2,2,turbocharged,m,yes,6,"2wd, front",10,22.9327,32.2359,26.3555,no,no,1600,,1000,387,275,337,Bayerische Motoren Werke AG,BMW,BMX
20440,Mini,Cooper S Hardtop 4-Door,subcompact car,compact car,56,2,4,2,2,turbocharged,sa,no,6,"2wd, front",10,25.3675,32.4767,28.1394,no,no,1500,,500,351,274,316,Bayerische Motoren Werke AG,BMW,BMX
19615,Mini,John Cooper Works Convertible,minicompact car,compact car,82,2,4,2,2,turbocharged,sa,no,6,"2wd, front",10,23.9858,32.0405,27.0453,no,no,1550,,750,368,275,327,Bayerische Motoren Werke AG,BMW,BMX
20447,Mini,John Cooper Works Hardtop,subcompact car,compact car,85,2,4,2,2,turbocharged,m,yes,6,"2wd, front",10,22.9327,32.2359,26.3555,no,no,1600,,1000,387,275,337,Bayerische Motoren Werke AG,BMW,BMX
20441,Mini,John Cooper Works Hardtop,subcompact car,compact car,84,2,4,2,2,turbocharged,sa,no,6,"2wd, front",10,25.3675,32.4767,28.1394,no,no,1500,,500,351,274,316,Bayerische Motoren Werke AG,BMW,BMX
19993,Mitsubishi,Lancer,compact car,compact car,112,2,4,2,2,natural,scv,no,6,"2wd, front",10,27.2577,33.937,29.9064,no,no,1200,1000,,326,258,295,Mitsubishi Motors Corporation,Mitsubishi,MTX
19992,Mitsubishi,Lancer,compact car,compact car,111,2,4,2,2,natural,m,yes,5,"2wd, front",10,24.3683,32.9713,27.6102,no,no,1300,500,,365,270,322,Mitsubishi Motors Corporation,Mitsubishi,MTX
20008,Mitsubishi,Lancer 4WD,compact car,compact car,116,2.4,4,2,2,natural,scv,no,6,awd,10,22.9595,29.5023,25.5048,no,no,1400,0,,381,296,343,Mitsubishi Motors Corporation,Mitsubishi,MTX
19347,Mitsubishi,Mirage,compact car,compact car,102,1.2,3,2,2,natural,cvt,no,1,"2wd, front",10,36.788,42.867,39.2956,no,no,950,2250,,241,207,226,Mitsubishi Motors Corporation,Mitsubishi,MTX
19348,Mitsubishi,Mirage,compact car,compact car,101,1.2,3,2,2,natural,m,yes,5,"2wd, front",10,33.2597,40.6328,36.217,no,no,1000,2000,,264,216,242,Mitsubishi Motors Corporation,Mitsubishi,MTX
19471,Mitsubishi,Mirage G4,compact car,compact car,103,1.2,3,2,2,natural,m,yes,5,"2wd, front",10,32.6414,39.7448,35.4962,no,no,1050,1750,,271,223,249,Mitsubishi Motors Corporation,Mitsubishi,MTX
19472,Mitsubishi,Mirage G4,compact car,compact car,104,1.2,3,2,2,natural,cvt,no,1,"2wd, front",10,34.6047,41.51,37.4047,no,no,1000,2000,,256,214,237,Mitsubishi Motors Corporation,Mitsubishi,MTX
19747,Nissan,370Z,two seater,compact car,57,3.7,6,2,2,natural,m,yes,6,"2wd, rear",10,18.0431,25.8037,20.8673,no,no,2000,,3000,492,344,426,Nissan Motor Company Ltd,Nissan,NSX
19746,Nissan,370Z,two seater,compact car,56,3.7,6,2,2,natural,sa,no,7,"2wd, rear",10,18.927,26.2583,21.6467,no,no,1900,,2500,470,339,411,Nissan Motor Company Ltd,Nissan,NSX
19748,Nissan,370Z Roadster,two seater,compact car,58,3.7,6,2,2,natural,sa,no,7,"2wd, rear",10,18.1206,24.5122,20.5295,no,no,2000,,3000,491,363,433,Nissan Motor Company Ltd,Nissan,NSX
19750,Nissan,370Z Roadster,two seater,compact car,59,3.7,6,2,2,natural,m,yes,6,"2wd, rear",10,17.3511,24.2562,19.9004,no,no,2100,,3500,512,367,447,Nissan Motor Company Ltd,Nissan,NSX
20884,Nissan,Altima,midsize car,midsize car,23,2.5,4,2,2,natural,cvt,no,1,"2wd, front",10,27,38.6946,31,no,no,1200,1000,,330,229,287,Nissan Motor Company Ltd,Nissan,NSX
20885,Nissan,Altima,midsize car,midsize car,41,3.5,6,2,2,natural,scv,no,7,"2wd, front",10,22,32.2408,26.2752,no,no,1400,0,,405,276,347,Nissan Motor Company Ltd,Nissan,NSX
20883,Nissan,Altima SR,midsize car,midsize car,21,2.5,4,2,2,natural,scv,no,7,"2wd, front",10,26,37.4661,30,no,no,1200,1000,,343,237,297,Nissan Motor Company Ltd,Nissan,NSX
20377,Nissan,Armada,std suv,suv,282,5.6,8,2,2,natural,sa,no,7,"2wd, rear",10,14.1602,19.0987,16.0249,no,yes,2300,,4500,630,464,555,Nissan Motor Company Ltd,Nissan,NSX
20378,Nissan,Armada 4WD,std suv,suv,283,5.6,8,2,2,natural,sa,no,7,4wd,10,13.3329,18.0617,15.1135,no,yes,2450,,5250,670,488,588,Nissan Motor Company Ltd,Nissan,NSX
19907,Nissan,GT-R,subcompact car,compact car,71,3.8,6,2,2,turbocharged,am,no,6,awd,10,16.243,21.8834,18.3742,no,no,2350,,4750,547,406,484,Nissan Motor Company Ltd,Nissan,NSX
19807,Nissan,Maxima,midsize car,midsize car,43,3.5,6,2,2,natural,scv,no,7,"2wd, front",10,21,30.1711,24.8515,no,no,1700,,1500,423,295,366,Nissan Motor Company Ltd,Nissan,NSX
20814,Nissan,Pathfinder,small suv,suv,591,3.5,6,2,2,natural,cvt,no,1,"2wd, front",10,19.7311,27.2921,22.5413,no,yes,1600,,1000,451,326,395,Nissan Motor Company Ltd,Nissan,NSX
20815,Nissan,Pathfinder 4WD,small suv,suv,592,3.5,6,2,2,natural,cvt,no,1,4wd,10,19.4394,26.3879,22.0525,no,yes,1650,,1250,457,338,404,Nissan Motor Company Ltd,Nissan,NSX
20680,Nissan,Pathfinder 4WD Platinum,small suv,suv,593,3.5,6,2,2,natural,cvt,no,1,4wd,10,18.8536,25.6735,21.4133,no,yes,1750,,1750,471,347,415,Nissan Motor Company Ltd,Nissan,NSX
20684,Nissan,Titan,std pick-up,truck,385,5.6,8,2,2,natural,sa,no,7,"2wd, rear",10,15.4407,21.3625,17.6413,no,yes,2050,,3250,578,417,505,Nissan Motor Company Ltd,Nissan,NSX
20685,Nissan,Titan 4WD,std pick-up,truck,386,5.6,8,2,2,natural,sa,no,7,part-time 4wd,10,15.4251,21.311,17.6143,no,yes,2050,,3250,577,418,505,Nissan Motor Company Ltd,Nissan,NSX
20698,Nissan,Titan 4WD PRO-4X,std pick-up,truck,387,5.6,8,2,2,natural,sa,no,7,part-time 4wd,10,14.8353,20,16.9554,no,yes,2150,,3750,599,445,529,Nissan Motor Company Ltd,Nissan,NSX
20637,Nissan,Versa,compact car,compact car,101,1.6,4,2,2,natural,cvt,no,1,"2wd, front",10,31.2965,38.6109,34.2131,no,no,1100,1500,,284,231,260,Nissan Motor Company Ltd,Nissan,NSX
20635,Nissan,Versa,compact car,compact car,102,1.6,4,2,2,natural,m,yes,5,"2wd, front",10,27,35.6059,30,no,no,1200,1000,,329,250,296,Nissan Motor Company Ltd,Nissan,NSX
20636,Nissan,Versa,compact car,compact car,103,1.6,4,2,2,natural,a,no,4,"2wd, front",10,25.9637,35.2413,29.4529,no,no,1250,750,,343,252,302,Nissan Motor Company Ltd,Nissan,NSX
19753,Porsche,911 Carrera,minicompact car,compact car,102,3,6,2,2,turbocharged,ams,no,7,"2wd, rear",10,22.1,29.5,24.9121,no,no,1700,,1500,400,301,355,Volkswagen AG,Volkswagen,PRX
19752,Porsche,911 Carrera,minicompact car,compact car,101,3,6,2,2,turbocharged,m,yes,7,"2wd, rear",10,19.9,29.1,23.2007,no,no,1850,,2250,446,304,382,Volkswagen AG,Volkswagen,PRX
19760,Porsche,911 Carrera 4,minicompact car,compact car,109,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.5,28.4,22.7014,no,no,1850,,2250,453,312,389,Volkswagen AG,Volkswagen,PRX
19820,Porsche,911 Carrera 4,minicompact car,compact car,110,3,6,2,2,turbocharged,ams,no,7,4wd,10,22,28.4,24.4828,no,no,1750,,1750,403,311,362,Volkswagen AG,Volkswagen,PRX
19764,Porsche,911 Carrera 4 Cabriolet,minicompact car,compact car,112,3,6,2,2,turbocharged,ams,no,7,4wd,10,21.4,28.1,23.9721,no,no,1750,,1750,414,316,370,Volkswagen AG,Volkswagen,PRX
19762,Porsche,911 Carrera 4 Cabriolet,minicompact car,compact car,111,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.3,27.8,22.3791,no,no,1900,,2500,458,318,395,Volkswagen AG,Volkswagen,PRX
19772,Porsche,911 Carrera 4S,minicompact car,compact car,114,3,6,2,2,turbocharged,ams,no,7,4wd,10,21.3,27.7,23.7716,no,no,1750,,1750,417,320,373,Volkswagen AG,Volkswagen,PRX
19765,Porsche,911 Carrera 4S,minicompact car,compact car,113,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.5,27.9,22.556,no,no,1850,,2250,452,317,392,Volkswagen AG,Volkswagen,PRX
19857,Porsche,911 Carrera 4S Cabriolet,minicompact car,compact car,116,3,6,2,2,turbocharged,ams,no,7,4wd,10,21.4659,27.6137,23.8559,no,no,1750,,1750,413,321,371,Volkswagen AG,Volkswagen,PRX
19773,Porsche,911 Carrera 4S Cabriolet,minicompact car,compact car,115,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.3,27.7,22.3499,no,no,1900,,2500,459,320,396,Volkswagen AG,Volkswagen,PRX
19822,Porsche,911 Carrera Cabriolet,minicompact car,compact car,104,3,6,2,2,turbocharged,ams,no,7,"2wd, rear",10,21.7,28.4,24.2773,no,no,1750,,1750,407,313,365,Volkswagen AG,Volkswagen,PRX
19755,Porsche,911 Carrera Cabriolet,minicompact car,compact car,103,3,6,2,2,turbocharged,m,yes,7,"2wd, rear",10,19.6,28.6,22.8334,no,no,1850,,2250,452,310,388,Volkswagen AG,Volkswagen,PRX
19856,Porsche,911 Carrera S,minicompact car,compact car,105,3,6,2,2,turbocharged,m,yes,7,"2wd, rear",10,19.5124,28.5101,22.7422,no,no,1850,,2250,453,311,389,Volkswagen AG,Volkswagen,PRX
19823,Porsche,911 Carrera S,minicompact car,compact car,106,3,6,2,2,turbocharged,ams,no,7,"2wd, rear",10,21.8,28.4,24.346,no,no,1750,,1750,405,312,363,Volkswagen AG,Volkswagen,PRX
19759,Porsche,911 Carrera S Cabriolet,minicompact car,compact car,108,3,6,2,2,turbocharged,ams,no,7,"2wd, rear",10,21.7,28.1,24.178,no,no,1750,,1750,409,315,367,Volkswagen AG,Volkswagen,PRX
19756,Porsche,911 Carrera S Cabriolet,minicompact car,compact car,107,3,6,2,2,turbocharged,m,yes,7,"2wd, rear",10,19.5,28.2,22.6436,no,no,1850,,2250,453,315,391,Volkswagen AG,Volkswagen,PRX
19776,Porsche,911 Targa 4,minicompact car,compact car,118,3,6,2,2,turbocharged,ams,no,7,4wd,10,21.6,28.1,24.1096,no,no,1750,,1750,409,315,367,Volkswagen AG,Volkswagen,PRX
19763,Porsche,911 Targa 4,minicompact car,compact car,117,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.3,27.8,22.3791,no,no,1900,,2500,458,318,395,Volkswagen AG,Volkswagen,PRX
19858,Porsche,911 Targa 4S,minicompact car,compact car,120,3,6,2,2,turbocharged,ams,no,7,4wd,10,21.1067,27.4851,23.5679,no,no,1750,,1750,420,322,376,Volkswagen AG,Volkswagen,PRX
19774,Porsche,911 Targa 4S,minicompact car,compact car,119,3,6,2,2,turbocharged,m,yes,7,4wd,10,19.3,27.7,22.3499,no,no,1900,,2500,459,320,396,Volkswagen AG,Volkswagen,PRX
19742,Porsche,911 Turbo,minicompact car,compact car,521,3.8,6,2,2,turbocharged,ams,no,7,awd,10,18.6,23.8,20.6637,no,no,2000,,3000,475,371,428,Volkswagen AG,Volkswagen,PRX
19728,Porsche,911 Turbo Cabriolet,minicompact car,compact car,522,3.8,6,2,2,turbocharged,ams,no,7,awd,10,18.6,23.8,20.5915,no,no,2000,,3000,476,373,430,Volkswagen AG,Volkswagen,PRX
19743,Porsche,911 Turbo S,minicompact car,compact car,523,3.8,6,2,2,turbocharged,ams,no,7,awd,10,18.6,23.8,20.6637,no,no,2000,,3000,475,371,428,Volkswagen AG,Volkswagen,PRX
19729,Porsche,911 Turbo S Cabriolet,minicompact car,compact car,524,3.8,6,2,2,turbocharged,ams,no,7,awd,10,18.6,23.8,20.5915,no,no,2000,,3000,476,373,430,Volkswagen AG,Volkswagen,PRX
19971,Porsche,Boxster,two seater,compact car,201,2,4,2,2,turbocharged,m,yes,6,"2wd, rear",10,21.3224,28.3824,24.01,no,no,1750,,1750,415,312,369,Volkswagen AG,Volkswagen,PRX
19972,Porsche,Boxster,two seater,compact car,202,2,4,2,2,turbocharged,ams,no,7,"2wd, rear",10,22.3233,29.4644,25.056,no,no,1700,,1500,396,300,353,Volkswagen AG,Volkswagen,PRX
19970,Porsche,Boxster S,two seater,compact car,222,2.5,4,2,2,turbocharged,ams,no,7,"2wd, rear",10,21.2505,27.9345,23.8147,no,no,1750,,1750,416,317,372,Volkswagen AG,Volkswagen,PRX
19969,Porsche,Boxster S,two seater,compact car,221,2.5,4,2,2,turbocharged,m,yes,6,"2wd, rear",10,19.5124,26.1286,22.0217,no,no,1900,,2500,453,338,401,Volkswagen AG,Volkswagen,PRX
20057,Porsche,Cayenne,std suv,suv,401,3.6,6,2,2,natural,sa,no,8,awd,10,18.1909,24.1023,20.4477,no,yes,2100,,3500,485,368,432,Volkswagen AG,Volkswagen,PRX
19706,Porsche,Cayenne GTS,std suv,suv,412,3.6,6,2,2,turbocharged,sa,no,8,awd,10,16.3,22.6,18.6,no,yes,2200,,4000,546,391,476,Volkswagen AG,Volkswagen,PRX
20062,Porsche,Cayenne Platinum,std suv,suv,402,3.6,6,2,2,natural,sa,no,8,awd,10,17.3012,23.0453,19.4869,no,yes,2200,,4000,510,383,453,Volkswagen AG,Volkswagen,PRX
19700,Porsche,Cayenne S,std suv,suv,411,3.6,6,2,2,turbocharged,sa,no,8,awd,10,16.9,24.3,19.6,no,yes,2100,,3500,524,365,452,Volkswagen AG,Volkswagen,PRX
19996,Porsche,Cayenne Turbo,std suv,suv,421,4.8,8,2,2,turbocharged,sa,no,8,awd,10,14.2081,20.9751,16.6211,no,yes,2450,,5250,626,425,536,Volkswagen AG,Volkswagen,PRX
19995,Porsche,Cayenne Turbo S,std suv,suv,422,4.8,8,2,2,turbocharged,sa,no,8,awd,10,14.2081,20.9751,16.6211,no,yes,2450,,5250,626,425,536,Volkswagen AG,Volkswagen,PRX
20470,Porsche,Macan,small suv,suv,301,2,4,2,2,turbocharged,ams,no,7,awd,10,20.2297,25.4121,22.2738,no,yes,1900,,2500,440,350,399,Volkswagen AG,Volkswagen,PRX
19698,Porsche,Macan GTS,small suv,suv,312,3,6,2,2,turbocharged,ams,no,7,awd,10,17,22.8,19.2,no,yes,2200,,4000,521,388,461,Volkswagen AG,Volkswagen,PRX
19697,Porsche,Macan S,small suv,suv,311,3,6,2,2,turbocharged,ams,no,7,awd,10,17.2,22.7,19.3,no,yes,2200,,4000,516,389,459,Volkswagen AG,Volkswagen,PRX
19725,Porsche,Macan Turbo,small suv,suv,321,3.6,6,2,2,turbocharged,ams,no,7,awd,10,16.6254,23.1776,19.0486,no,yes,2200,,4000,535,384,467,Volkswagen AG,Volkswagen,PRX
20829,Rolls-Royce,Dawn,compact car,compact car,8,6.6,12,2,2,turbocharged,sa,no,8,"2wd, rear",10,11.758,18.6292,14.0979,yes,no,3000,,8000,752,475,627,Bayerische Motoren Werke AG,BMW,RRG
20828,Rolls-Royce,Ghost,large car,large car,5,6.6,12,2,2,turbocharged,sa,no,8,"2wd, rear",10,11.758,18.6292,14.0979,yes,no,3000,,8000,752,475,627,Bayerische Motoren Werke AG,BMW,RRG
20830,Rolls-Royce,Ghost EWB,large car,large car,6,6.6,12,2,2,turbocharged,sa,no,8,"2wd, rear",10,11.758,18.6292,14.0979,yes,no,3000,,8000,752,475,627,Bayerische Motoren Werke AG,BMW,RRG
19808,Rolls-Royce,Phantom,large car,large car,1,6.7,12,2,2,natural,sa,no,8,"2wd, rear",10,11.485,18.5758,13.867,yes,no,3000,,8000,772,474,638,Bayerische Motoren Werke AG,BMW,RRG
19809,Rolls-Royce,Phantom Coupe,compact car,compact car,4,6.7,12,2,2,natural,sa,no,8,"2wd, rear",10,11.485,18.5758,13.867,yes,no,3000,,8000,772,474,638,Bayerische Motoren Werke AG,BMW,RRG
19810,Rolls-Royce,Phantom Drophead Coupe,compact car,compact car,3,6.7,12,2,2,natural,sa,no,8,"2wd, rear",10,11.4889,18.5489,13.8634,yes,no,3000,,8000,771,474,637,Bayerische Motoren Werke AG,BMW,RRG
19811,Rolls-Royce,Phantom EWB,large car,large car,2,6.7,12,2,2,natural,sa,no,8,"2wd, rear",10,11.4889,18.5489,13.8634,yes,no,3000,,8000,771,474,637,Bayerische Motoren Werke AG,BMW,RRG
20831,Rolls-Royce,Wraith,midsize car,midsize car,7,6.6,12,2,2,turbocharged,sa,no,8,"2wd, rear",10,12.3581,18.8752,14.6314,yes,no,2800,,7000,715,468,604,Bayerische Motoren Werke AG,BMW,RRG
19966,Subaru,BRZ,minicompact car,compact car,1,2,4,2,2,natural,m,yes,6,"2wd, rear",10,21.1786,29.2741,24.1887,no,no,1750,,1750,418,303,366,Subaru,Subaru,FJX
19967,Subaru,BRZ,minicompact car,compact car,2,2,4,2,2,natural,sa,no,6,"2wd, rear",10,24.2984,32.7237,27.4825,no,no,1550,,750,365,270,322,Subaru,Subaru,FJX
20733,Subaru,Crosstrek,small suv,suv,15,2,4,2,2,natural,scv,no,6,awd,10,25.8259,32.7857,28.5535,no,yes,1250,750,,344,270,311,Subaru,Subaru,FJX
20732,Subaru,Crosstrek,small suv,suv,14,2,4,2,2,natural,m,yes,5,awd,10,22.8912,30.034,25.6346,no,yes,1400,0,,389,298,348,Subaru,Subaru,FJX
19648,Subaru,Forester,small suv,suv,20,2,4,2,2,turbocharged,scv,no,8,awd,10,23.0328,27.2277,24.7486,no,yes,1700,,1500,386,327,359,Subaru,Subaru,FJX
19787,Subaru,Forester,small suv,suv,18,2.5,4,2,2,natural,cvt,no,1,awd,10,25.717,31.781,28.1325,no,yes,1300,500,,344,279,315,Subaru,Subaru,FJX
19968,Subaru,Forester,small suv,suv,16,2.5,4,2,2,natural,m,yes,6,awd,10,21.6093,28.2546,24.1671,no,yes,1550,,750,411,314,368,Subaru,Subaru,FJX
19718,Subaru,Legacy,midsize car,midsize car,13,3.6,6,2,2,natural,scv,no,6,awd,10,19.7311,28.3185,22.8491,no,no,1600,,1000,448,313,387,Subaru,Subaru,FJX
19788,Subaru,Legacy,midsize car,midsize car,8,2.5,4,2,2,natural,scv,no,6,awd,10,25.3631,33.5945,28.5062,no,no,1250,750,,349,264,311,Subaru,Subaru,FJX
